ID;Age;Work_Experience;Family_Size
460334;41;4.0;1.0
460745;78;1.0;2.0
459812;43;0.0;1.0
465197;57;0.0;4.0
462068;55;1.0;3.0
463592;27;11.0;1.0
467352;51;1.0;4.0
465030;35;9.0;4.0
462095;49;1.0;3.0
460248;33;7.0;2.0
464286;60;1.0;2.0
464248;52;8.0;3.0
459167;42;1.0;2.0
462710;28;2.0;3.0
462731;43;5.0;3.0
464475;25;0.0;4.0
466899;51;;2.0
460108;42;1.0;3.0
460606;20;;5.0
459096;80;0.0;1.0
467942;41;1.0;4.0
463264;71;0.0;2.0
462089;42;0.0;2.0
467756;56;1.0;2.0
461323;41;6.0;2.0
459563;72;7.0;2.0
467602;30;1.0;4.0
462562;25;0.0;6.0
461588;33;0.0;4.0
465691;26;;
460894;38;5.0;3.0
459151;60;9.0;2.0
466417;79;1.0;3.0
466837;38;9.0;4.0
466918;56;1.0;1.0
464133;73;2.0;1.0
466101;22;0.0;7.0
464289;42;1.0;3.0
461936;72;0.0;2.0
459301;33;0.0;3.0
462284;53;1.0;4.0
463290;25;1.0;5.0
462413;46;0.0;3.0
466814;18;0.0;3.0
460996;60;1.0;1.0
459714;22;2.0;4.0
464829;22;9.0;5.0
467474;18;3.0;5.0
466134;39;0.0;3.0
460496;19;7.0;5.0
461995;30;7.0;1.0
466798;23;4.0;5.0
461086;23;1.0;7.0
459306;48;4.0;1.0
464919;39;9.0;1.0
461798;56;0.0;1.0
466987;63;5.0;2.0
459329;71;1.0;4.0
465174;70;1.0;2.0
460979;84;1.0;1.0
465272;39;0.0;6.0
460463;42;6.0;4.0
460246;46;4.0;2.0
463423;63;0.0;3.0
466992;55;0.0;3.0
461530;42;1.0;2.0
463615;58;;2.0
465101;88;1.0;1.0
464997;43;5.0;2.0
462255;73;1.0;3.0
460734;35;8.0;
462616;30;0.0;5.0
460968;30;11.0;2.0
465235;46;1.0;3.0
461818;43;2.0;2.0
463171;36;1.0;3.0
460776;47;2.0;1.0
461634;63;1.0;1.0
462150;35;7.0;2.0
461503;31;9.0;2.0
464408;45;;4.0
463163;26;2.0;2.0
462358;37;4.0;2.0
460647;26;1.0;2.0
464888;37;0.0;5.0
461652;53;1.0;3.0
467062;55;1.0;1.0
467157;42;9.0;6.0
462509;46;0.0;2.0
459469;30;;6.0
465499;63;0.0;1.0
464913;52;0.0;4.0
465969;28;12.0;2.0
464922;20;0.0;5.0
463022;60;4.0;3.0
464704;42;0.0;4.0
462345;46;1.0;6.0
461439;37;1.0;2.0
461599;42;8.0;1.0
465705;46;1.0;4.0
461043;49;0.0;7.0
467551;89;0.0;2.0
464053;38;4.0;1.0
459282;48;0.0;2.0
461649;51;3.0;4.0
464389;73;1.0;2.0
464293;30;1.0;4.0
461739;46;1.0;
465320;65;1.0;2.0
463707;36;0.0;1.0
465436;25;0.0;3.0
464562;31;8.0;3.0
465078;43;0.0;4.0
460568;33;0.0;2.0
459636;30;14.0;1.0
466445;21;;4.0
460129;25;8.0;2.0
465373;49;4.0;4.0
463966;31;9.0;1.0
465467;33;1.0;3.0
460918;27;14.0;8.0
465954;33;11.0;3.0
465153;35;1.0;2.0
466502;19;1.0;5.0
460819;25;0.0;5.0
464993;57;4.0;4.0
463103;45;1.0;4.0
466302;47;3.0;3.0
466521;20;1.0;3.0
464288;33;9.0;2.0
460240;45;3.0;1.0
459188;27;1.0;3.0
465411;38;0.0;1.0
465595;38;0.0;3.0
466021;87;1.0;1.0
461831;30;0.0;3.0
462556;57;0.0;7.0
467321;63;9.0;2.0
459327;50;9.0;3.0
461626;68;0.0;2.0
463337;33;1.0;2.0
467615;37;0.0;2.0
463597;25;0.0;6.0
463784;29;0.0;5.0
459513;32;3.0;2.0
465804;68;0.0;1.0
465103;86;1.0;2.0
464007;49;0.0;3.0
463060;32;12.0;2.0
461359;28;1.0;4.0
467002;26;9.0;
465014;83;1.0;1.0
459100;63;14.0;1.0
464083;65;0.0;2.0
464552;38;1.0;3.0
460218;61;1.0;1.0
460297;46;8.0;2.0
467171;30;1.0;2.0
464809;46;;5.0
463008;53;1.0;
464023;22;0.0;5.0
467929;42;1.0;2.0
461049;57;0.0;7.0
465049;49;6.0;2.0
460751;25;1.0;3.0
461690;31;0.0;1.0
464084;25;1.0;5.0
465644;33;0.0;5.0
459470;29;9.0;6.0
462700;38;0.0;4.0
465067;62;8.0;2.0
464247;59;0.0;1.0
459465;27;3.0;5.0
463894;51;0.0;3.0
466089;59;0.0;3.0
459355;78;;1.0
467227;37;12.0;1.0
459054;37;9.0;4.0
463609;30;0.0;2.0
466260;43;0.0;2.0
464283;40;5.0;2.0
465646;40;6.0;2.0
461103;30;1.0;5.0
464378;40;9.0;2.0
462661;62;2.0;3.0
460266;22;0.0;8.0
462983;66;1.0;2.0
459022;67;10.0;1.0
463231;50;1.0;3.0
465863;27;5.0;3.0
463557;28;1.0;3.0
467636;45;1.0;2.0
463539;59;1.0;2.0
459633;19;1.0;2.0
462304;62;1.0;4.0
466988;72;0.0;
467467;19;0.0;4.0
464871;28;6.0;3.0
462258;25;1.0;4.0
467813;36;0.0;2.0
459068;33;2.0;2.0
462701;59;0.0;4.0
466536;20;4.0;4.0
465668;23;0.0;5.0
462234;27;1.0;6.0
460340;46;10.0;2.0
466820;74;1.0;2.0
462922;26;8.0;1.0
465326;76;;1.0
464130;41;1.0;3.0
463832;32;;
462735;30;0.0;2.0
464412;70;1.0;2.0
464468;50;1.0;3.0
463422;39;;4.0
459498;42;;2.0
460173;40;1.0;3.0
463091;39;8.0;1.0
467213;88;1.0;2.0
461804;43;0.0;1.0
466649;19;1.0;3.0
460533;45;6.0;1.0
465820;30;;4.0
466329;39;2.0;1.0
461892;35;0.0;1.0
463656;53;0.0;3.0
462850;21;1.0;4.0
460603;22;0.0;3.0
460707;38;1.0;3.0
463122;36;9.0;3.0
467588;63;0.0;4.0
462552;31;1.0;2.0
466048;25;3.0;1.0
467845;52;1.0;2.0
459810;19;1.0;4.0
461267;35;;1.0
466572;30;0.0;4.0
464092;59;0.0;5.0
467025;25;1.0;3.0
466110;77;0.0;1.0
462353;58;1.0;2.0
459904;38;6.0;4.0
462011;29;1.0;4.0
462367;56;1.0;3.0
460220;37;1.0;2.0
461429;49;1.0;4.0
462668;41;2.0;1.0
467339;55;1.0;3.0
461699;28;0.0;1.0
464885;35;1.0;2.0
460989;23;1.0;3.0
462156;43;4.0;2.0
461182;18;;
460507;30;1.0;4.0
462875;20;1.0;3.0
461708;84;0.0;2.0
459766;42;;1.0
462137;28;1.0;1.0
459630;73;1.0;2.0
462699;61;;4.0
465897;42;9.0;1.0
465628;49;2.0;2.0
462987;84;;2.0
463492;22;;4.0
462321;42;6.0;1.0
460511;31;0.0;4.0
459225;49;0.0;4.0
467894;58;0.0;2.0
465076;72;0.0;5.0
467573;45;6.0;4.0
465266;49;0.0;5.0
462215;20;1.0;3.0
466279;31;1.0;4.0
467131;50;0.0;2.0
459456;65;;1.0
460225;78;3.0;2.0
463825;45;1.0;3.0
462597;29;;4.0
466360;25;0.0;3.0
465542;62;;5.0
465848;28;0.0;1.0
459043;49;1.0;1.0
463069;29;7.0;1.0
459795;52;0.0;1.0
464954;23;1.0;4.0
459713;18;;3.0
463068;26;9.0;2.0
464834;51;1.0;4.0
462908;27;10.0;3.0
464032;20;1.0;3.0
459307;62;0.0;1.0
462224;63;4.0;8.0
465611;53;0.0;1.0
466322;28;0.0;3.0
461548;33;1.0;3.0
461870;45;0.0;2.0
466966;61;1.0;2.0
459207;62;0.0;4.0
465672;42;9.0;3.0
459317;52;1.0;4.0
464362;51;1.0;1.0
465683;49;1.0;2.0
462253;51;0.0;2.0
459421;29;0.0;4.0
459987;53;;2.0
460036;40;3.0;1.0
461613;25;8.0;4.0
461168;29;5.0;2.0
459247;60;0.0;5.0
460770;25;5.0;3.0
465047;55;8.0;2.0
467013;66;0.0;2.0
465894;27;8.0;6.0
462702;51;1.0;4.0
465431;35;0.0;2.0
466386;65;1.0;2.0
467221;20;;4.0
464057;32;0.0;5.0
467217;79;;2.0
462186;21;0.0;3.0
463432;36;0.0;1.0
466753;70;1.0;2.0
465123;28;1.0;3.0
459965;25;7.0;1.0
466030;36;8.0;2.0
462582;20;0.0;4.0
461466;49;0.0;2.0
459676;28;;2.0
464380;49;6.0;6.0
466846;18;2.0;4.0
465184;46;1.0;5.0
459481;47;0.0;2.0
467263;32;;1.0
465136;47;0.0;2.0
464253;49;;4.0
466534;28;0.0;9.0
466411;58;1.0;3.0
462576;21;9.0;4.0
467704;53;1.0;2.0
465303;67;1.0;3.0
467703;26;1.0;5.0
465493;26;0.0;3.0
461322;40;0.0;2.0
461706;25;0.0;3.0
463629;41;1.0;1.0
465140;45;5.0;3.0
459308;47;0.0;2.0
459582;27;;3.0
460859;50;;4.0
461915;51;;2.0
466358;28;0.0;4.0
459708;39;1.0;1.0
459179;60;0.0;3.0
462654;39;1.0;6.0
466256;65;1.0;1.0
465649;43;6.0;1.0
467333;58;;6.0
465652;31;0.0;2.0
460360;38;2.0;1.0
464472;27;0.0;3.0
467422;58;0.0;2.0
463116;62;1.0;2.0
460177;48;1.0;1.0
465081;57;7.0;2.0
467810;42;0.0;5.0
465063;68;1.0;2.0
462690;38;;4.0
467752;31;;3.0
466430;51;0.0;4.0
465713;59;0.0;4.0
462555;36;1.0;2.0
459668;32;5.0;3.0
461615;25;1.0;2.0
461532;48;1.0;1.0
465295;37;8.0;1.0
459175;70;1.0;2.0
463739;42;0.0;3.0
464339;26;0.0;2.0
465074;25;1.0;4.0
465282;36;0.0;3.0
460488;42;0.0;1.0
464554;35;0.0;7.0
462814;22;8.0;2.0
462073;36;6.0;1.0
459901;47;0.0;3.0
460858;19;1.0;4.0
461895;36;1.0;2.0
467308;28;0.0;3.0
467584;52;1.0;4.0
466444;50;;4.0
462622;47;0.0;4.0
460100;29;1.0;1.0
466591;23;0.0;4.0
462849;50;0.0;4.0
463235;21;1.0;4.0
466410;56;0.0;1.0
464141;32;9.0;2.0
464634;32;;9.0
461564;63;1.0;2.0
463219;50;0.0;2.0
461425;52;;4.0
464009;49;7.0;4.0
460573;62;8.0;1.0
460951;55;1.0;7.0
462262;27;1.0;3.0
467126;45;0.0;1.0
462924;31;8.0;2.0
462488;33;0.0;5.0
461640;52;1.0;2.0
465504;42;0.0;2.0
460902;38;1.0;3.0
459657;84;1.0;2.0
465054;67;1.0;3.0
464000;32;0.0;5.0
460324;33;12.0;2.0
462468;30;2.0;5.0
465245;18;1.0;4.0
467919;47;7.0;2.0
463716;29;1.0;4.0
463769;63;0.0;4.0
464907;55;0.0;2.0
460523;48;1.0;
462327;27;0.0;4.0
463882;43;1.0;1.0
464446;50;0.0;
462282;29;1.0;3.0
467167;73;1.0;
459625;57;8.0;1.0
466740;47;8.0;1.0
461434;32;4.0;3.0
465404;25;0.0;2.0
462337;79;1.0;2.0
461921;41;0.0;1.0
463763;36;4.0;2.0
467749;19;1.0;9.0
464876;49;;5.0
463850;26;0.0;2.0
460381;28;13.0;2.0
460946;84;0.0;1.0
464329;81;1.0;2.0
467209;35;1.0;1.0
461897;55;0.0;2.0
462920;50;0.0;5.0
460994;78;0.0;5.0
462868;36;0.0;4.0
459964;47;1.0;1.0
462663;48;6.0;5.0
464116;69;1.0;2.0
467119;38;0.0;4.0
465042;36;1.0;4.0
464762;52;9.0;4.0
460009;46;0.0;1.0
460583;18;1.0;6.0
467827;22;0.0;4.0
463795;18;1.0;6.0
464313;30;1.0;3.0
463672;32;;3.0
459230;43;7.0;4.0
462245;49;1.0;3.0
462926;40;9.0;2.0
460743;55;0.0;3.0
464656;33;1.0;7.0
467656;31;1.0;5.0
460978;35;3.0;6.0
467684;40;8.0;3.0
467089;69;0.0;3.0
466091;46;1.0;4.0
464582;63;0.0;2.0
467004;50;0.0;
458997;61;1.0;2.0
466025;50;1.0;1.0
464689;25;2.0;
464507;53;0.0;3.0
459204;35;0.0;2.0
467521;19;7.0;3.0
462743;26;3.0;4.0
459245;38;0.0;4.0
463884;26;1.0;1.0
463860;39;0.0;3.0
459184;39;1.0;4.0
459332;72;1.0;
460201;45;2.0;1.0
464989;47;0.0;4.0
467782;30;0.0;5.0
464923;48;5.0;2.0
459364;76;0.0;2.0
462119;71;0.0;2.0
465132;41;0.0;1.0
466039;29;0.0;
463873;57;1.0;5.0
467633;49;0.0;1.0
462780;21;1.0;8.0
462445;18;0.0;3.0
461052;22;;3.0
460664;33;8.0;1.0
465992;53;1.0;3.0
463990;55;1.0;2.0
463128;73;0.0;4.0
463536;89;;2.0
460775;59;0.0;2.0
464118;38;0.0;2.0
459264;42;0.0;2.0
464069;83;1.0;2.0
461185;22;;4.0
465564;46;0.0;4.0
466387;37;8.0;2.0
462887;42;1.0;3.0
465977;71;0.0;2.0
462775;18;7.0;3.0
460286;41;4.0;1.0
466294;27;0.0;5.0
466037;53;1.0;1.0
466335;28;0.0;3.0
465750;35;3.0;2.0
461933;18;0.0;2.0
466681;19;2.0;4.0
466605;32;0.0;4.0
461332;30;1.0;4.0
461610;36;0.0;1.0
467707;82;5.0;2.0
460558;37;;1.0
465158;45;1.0;1.0
460353;31;6.0;1.0
459903;27;9.0;4.0
464021;18;1.0;5.0
463325;22;1.0;4.0
459660;22;2.0;6.0
466423;42;8.0;1.0
465585;69;1.0;1.0
462671;43;8.0;2.0
459603;89;3.0;2.0
463614;26;1.0;4.0
465152;43;1.0;3.0
460525;30;1.0;2.0
466108;60;0.0;2.0
465400;38;7.0;4.0
465405;29;0.0;4.0
465681;45;0.0;2.0
466251;20;3.0;4.0
460417;51;9.0;1.0
460569;36;1.0;4.0
461162;41;9.0;3.0
459241;46;;5.0
463628;30;9.0;1.0
467817;23;0.0;5.0
460406;39;4.0;2.0
464122;63;0.0;4.0
459658;60;1.0;3.0
462757;20;1.0;3.0
459529;89;1.0;2.0
464916;31;9.0;2.0
465920;43;1.0;4.0
463262;70;3.0;2.0
465631;35;9.0;1.0
467164;42;0.0;2.0
467859;39;6.0;2.0
461703;29;0.0;2.0
460667;38;8.0;
466097;74;1.0;1.0
464390;41;1.0;2.0
465423;51;0.0;4.0
461337;50;1.0;3.0
463888;23;0.0;3.0
460390;36;9.0;3.0
465286;36;8.0;1.0
460294;50;1.0;2.0
460509;23;;4.0
461248;37;1.0;1.0
464336;65;0.0;4.0
467595;26;0.0;1.0
466406;55;1.0;3.0
465092;65;0.0;2.0
459492;72;1.0;2.0
461426;51;7.0;2.0
467022;25;1.0;5.0
467330;38;0.0;3.0
459691;55;;2.0
466161;46;0.0;
461320;39;0.0;3.0
466283;62;0.0;2.0
463705;37;4.0;2.0
465821;28;3.0;7.0
467457;32;1.0;6.0
466543;31;14.0;2.0
463772;31;1.0;3.0
465881;43;8.0;
459757;67;1.0;2.0
464452;72;0.0;1.0
463839;57;0.0;3.0
462777;58;;3.0
464368;36;4.0;2.0
466923;21;9.0;1.0
459878;47;1.0;5.0
467279;25;8.0;3.0
465604;41;9.0;2.0
460787;29;0.0;4.0
466240;21;0.0;3.0
466621;66;0.0;1.0
464619;27;10.0;2.0
462722;27;;4.0
467404;52;4.0;1.0
461314;46;1.0;3.0
463340;23;0.0;4.0
467870;27;0.0;5.0
462200;52;1.0;3.0
465591;65;0.0;2.0
461002;42;;3.0
460812;59;1.0;2.0
467105;45;0.0;1.0
460630;18;;
462037;61;1.0;3.0
461726;53;1.0;4.0
463577;37;1.0;2.0
463038;63;0.0;5.0
464753;33;;5.0
464928;50;1.0;3.0
467312;62;1.0;2.0
464887;49;1.0;8.0
460555;46;6.0;3.0
466661;27;0.0;
461329;53;1.0;4.0
459648;42;2.0;2.0
460835;28;0.0;1.0
463827;49;1.0;4.0
460868;35;1.0;2.0
462566;27;0.0;
467485;58;0.0;2.0
467351;41;8.0;2.0
465864;32;9.0;2.0
467232;33;0.0;2.0
466855;69;0.0;5.0
467238;31;6.0;4.0
467537;68;;3.0
463654;39;4.0;3.0
459047;21;1.0;5.0
462994;39;;3.0
464363;41;9.0;1.0
462565;49;1.0;4.0
463226;38;0.0;2.0
461232;36;;
467671;52;9.0;4.0
460374;46;6.0;2.0
463077;28;4.0;3.0
462719;55;0.0;5.0
459729;41;1.0;1.0
459084;47;0.0;2.0
467924;52;0.0;3.0
465439;45;4.0;4.0
462899;32;;3.0
466712;78;1.0;1.0
467433;45;0.0;1.0
462642;39;;7.0
460983;38;0.0;4.0
464008;50;1.0;4.0
461702;53;8.0;4.0
464312;43;1.0;1.0
462818;59;1.0;3.0
466045;38;8.0;2.0
461889;42;2.0;2.0
467945;65;0.0;2.0
464322;79;0.0;2.0
465637;41;1.0;1.0
462058;42;9.0;2.0
459368;28;;7.0
462500;49;1.0;2.0
466948;58;1.0;2.0
461606;69;0.0;3.0
466184;35;3.0;1.0
466014;47;0.0;2.0
462890;25;12.0;1.0
464909;38;0.0;2.0
459554;25;8.0;3.0
462429;76;0.0;1.0
463605;23;0.0;5.0
459531;38;3.0;
464608;49;0.0;3.0
459960;56;1.0;1.0
459597;71;1.0;2.0
464497;39;0.0;3.0
467150;41;8.0;3.0
464832;66;1.0;
466829;27;10.0;1.0
459508;23;;3.0
463506;35;2.0;2.0
466475;33;;2.0
462546;21;8.0;
467448;49;0.0;1.0
462852;42;9.0;3.0
462072;39;0.0;1.0
463211;68;8.0;1.0
464059;57;1.0;1.0
463746;38;0.0;1.0
465671;35;2.0;5.0
461729;41;0.0;3.0
464849;40;0.0;4.0
461100;32;;3.0
466434;53;0.0;4.0
467305;38;8.0;3.0
466270;68;0.0;2.0
463479;30;1.0;2.0
467471;52;4.0;5.0
459159;80;1.0;1.0
465980;31;1.0;7.0
467713;38;;4.0
467528;87;0.0;2.0
461278;23;1.0;4.0
466964;45;5.0;1.0
460607;36;9.0;4.0
462825;41;1.0;2.0
459899;48;0.0;4.0
460936;70;1.0;5.0
458991;84;3.0;2.0
460028;39;11.0;2.0
464281;39;0.0;1.0
463443;50;1.0;4.0
460949;40;1.0;5.0
466602;39;;2.0
459044;38;4.0;3.0
460786;71;1.0;2.0
465968;35;10.0;1.0
460039;27;5.0;5.0
462892;33;8.0;3.0
462652;37;;3.0
465050;74;1.0;2.0
461793;20;0.0;2.0
460781;30;1.0;4.0
463649;22;0.0;4.0
466969;43;9.0;1.0
462030;36;11.0;2.0
463735;29;4.0;2.0
464134;43;0.0;6.0
460195;38;7.0;1.0
464089;40;5.0;5.0
466643;68;9.0;4.0
461313;57;1.0;
460418;35;9.0;2.0
461303;23;7.0;4.0
467049;50;1.0;1.0
459674;32;0.0;5.0
466910;59;9.0;1.0
466459;30;3.0;5.0
463085;35;0.0;1.0
461533;48;1.0;2.0
461187;29;9.0;4.0
461432;40;1.0;2.0
463978;38;1.0;3.0
459383;36;0.0;1.0
464020;20;0.0;4.0
467394;29;6.0;3.0
464539;42;3.0;3.0
461529;35;1.0;1.0
464943;37;1.0;6.0
466147;52;0.0;4.0
466263;53;0.0;2.0
461812;30;9.0;6.0
466848;65;1.0;2.0
467933;23;1.0;3.0
463957;32;0.0;3.0
462175;36;9.0;1.0
465818;27;1.0;3.0
467190;36;0.0;2.0
467848;37;12.0;1.0
462249;29;0.0;3.0
459311;29;0.0;5.0
462610;27;1.0;6.0
467309;35;2.0;1.0
467365;40;1.0;1.0
461913;37;6.0;4.0
462617;19;0.0;5.0
465485;29;0.0;4.0
461316;53;0.0;2.0
460501;25;0.0;
460556;38;1.0;1.0
463036;48;;6.0
461079;26;4.0;1.0
465120;30;0.0;4.0
464671;30;1.0;2.0
465367;69;1.0;3.0
467088;57;0.0;1.0
463887;56;4.0;2.0
460250;27;8.0;4.0
465316;21;0.0;6.0
464713;71;0.0;4.0
465764;39;8.0;4.0
467080;87;1.0;2.0
460683;59;6.0;3.0
460042;32;8.0;1.0
463025;40;7.0;4.0
459731;58;0.0;3.0
460955;19;;5.0
462179;31;0.0;9.0
463147;31;;4.0
462639;43;;2.0
465722;47;1.0;5.0
464799;35;0.0;4.0
461934;46;8.0;2.0
459146;69;1.0;2.0
461448;69;0.0;3.0
466419;45;3.0;5.0
465443;38;0.0;4.0
459105;39;5.0;3.0
459941;65;4.0;
463232;23;2.0;5.0
464737;58;0.0;6.0
467922;84;0.0;2.0
465329;35;5.0;2.0
466512;22;1.0;2.0
465408;30;;4.0
466339;23;0.0;2.0
462870;41;3.0;3.0
464335;50;4.0;3.0
461353;50;0.0;4.0
463920;28;8.0;1.0
463712;37;1.0;2.0
467465;19;;6.0
463637;30;;5.0
466917;43;3.0;
464663;73;1.0;2.0
460919;19;0.0;
465000;50;1.0;3.0
461226;51;1.0;2.0
467500;32;4.0;2.0
461536;39;2.0;1.0
464296;43;1.0;4.0
463142;33;5.0;2.0
461004;61;1.0;3.0
462323;70;0.0;2.0
467899;66;1.0;2.0
461941;72;0.0;1.0
461383;71;0.0;2.0
466616;18;8.0;9.0
464658;33;1.0;2.0
460699;28;9.0;1.0
460180;27;11.0;2.0
462683;38;1.0;5.0
464988;63;0.0;7.0
466593;70;0.0;3.0
464542;26;10.0;1.0
465678;36;1.0;2.0
467862;47;0.0;3.0
459394;28;9.0;2.0
460091;26;1.0;5.0
461023;65;;2.0
461260;20;1.0;3.0
463632;30;0.0;2.0
460047;41;8.0;2.0
460378;40;1.0;1.0
464758;47;1.0;4.0
460931;40;2.0;5.0
463240;53;0.0;3.0
461126;28;;2.0
459698;60;1.0;2.0
461598;27;8.0;1.0
465979;43;2.0;2.0
463974;33;7.0;3.0
466231;56;0.0;2.0
459833;70;1.0;2.0
462886;70;1.0;2.0
467628;73;;3.0
467488;38;;2.0
465998;40;6.0;3.0
459338;88;;
466942;29;1.0;4.0
467195;27;;2.0
466310;40;0.0;2.0
467617;82;1.0;1.0
459975;38;7.0;1.0
464386;39;0.0;3.0
462005;39;0.0;2.0
465859;47;0.0;1.0
464394;75;0.0;2.0
466120;37;0.0;4.0
460964;84;1.0;2.0
461975;42;6.0;2.0
462172;39;0.0;2.0
464563;42;0.0;2.0
464945;40;1.0;2.0
463688;52;1.0;1.0
461750;52;5.0;1.0
464400;31;0.0;4.0
463052;37;1.0;2.0
461372;27;3.0;1.0
463367;35;4.0;4.0
467926;79;0.0;2.0
461483;28;1.0;4.0
467355;31;0.0;4.0
466416;88;0.0;3.0
460330;51;4.0;1.0
459650;38;;2.0
466789;53;0.0;2.0
466679;43;8.0;2.0
459362;55;0.0;2.0
466128;35;4.0;2.0
462474;25;1.0;2.0
459782;58;6.0;4.0
463113;32;1.0;6.0
466683;49;1.0;4.0
462103;53;9.0;2.0
459227;31;9.0;4.0
467761;39;1.0;2.0
459163;42;1.0;1.0
462455;20;1.0;5.0
460178;50;1.0;2.0
462803;26;0.0;6.0
460427;46;1.0;3.0
466343;30;0.0;2.0
461583;60;6.0;2.0
466461;84;0.0;1.0
462689;37;;1.0
462740;63;6.0;1.0
461355;38;0.0;2.0
465009;51;0.0;4.0
467658;20;0.0;4.0
462837;25;14.0;3.0
463907;33;0.0;5.0
462728;31;0.0;1.0
461175;57;1.0;3.0
464872;42;1.0;4.0
460830;40;2.0;5.0
459741;66;0.0;3.0
461154;21;0.0;4.0
464990;73;1.0;2.0
467886;46;0.0;2.0
459201;66;0.0;2.0
463357;27;0.0;2.0
460539;35;;
462380;53;1.0;4.0
459884;80;8.0;1.0
461651;63;1.0;3.0
465336;41;9.0;1.0
461338;43;1.0;4.0
461050;47;1.0;3.0
460485;18;9.0;5.0
467901;33;1.0;4.0
463713;30;9.0;3.0
464278;85;1.0;2.0
461192;46;;
462285;48;;2.0
463044;80;;2.0
463086;33;8.0;
459595;36;4.0;7.0
461419;27;3.0;2.0
465767;28;0.0;5.0
460598;35;0.0;3.0
460714;26;1.0;3.0
466482;39;;3.0
461584;56;1.0;4.0
462066;26;13.0;2.0
463369;31;4.0;2.0
466586;21;0.0;2.0
464649;39;1.0;4.0
463209;51;0.0;1.0
466298;45;0.0;4.0
466929;33;11.0;
466702;62;0.0;1.0
459238;80;;2.0
463904;77;1.0;1.0
463996;29;;5.0
462208;33;7.0;5.0
461755;29;1.0;3.0
466736;20;1.0;
466872;43;1.0;2.0
467104;18;1.0;3.0
463476;53;3.0;3.0
463953;28;3.0;3.0
462202;43;1.0;4.0
467830;31;1.0;3.0
463752;28;;2.0
461770;65;1.0;2.0
466525;33;0.0;2.0
462349;49;0.0;6.0
463964;33;1.0;4.0
459353;53;6.0;2.0
459709;47;7.0;4.0
461858;31;1.0;7.0
460450;52;1.0;4.0
466520;61;2.0;2.0
467646;31;;7.0
460780;30;1.0;2.0
463514;63;;2.0
465105;69;9.0;2.0
460445;29;0.0;4.0
462961;56;1.0;5.0
463932;72;1.0;3.0
459145;88;;1.0
465651;30;1.0;4.0
463721;31;1.0;4.0
467369;41;2.0;3.0
461361;31;9.0;7.0
465608;20;;5.0
464793;26;7.0;3.0
463736;48;;5.0
462799;26;;
459006;20;1.0;4.0
460204;41;4.0;4.0
465257;20;4.0;5.0
466762;63;1.0;3.0
464318;88;1.0;1.0
459634;39;;3.0
465416;55;1.0;4.0
467275;32;;
462117;32;1.0;2.0
460710;38;0.0;3.0
460098;62;1.0;1.0
465787;18;1.0;5.0
463365;67;1.0;2.0
464042;42;9.0;2.0
467627;45;0.0;1.0
464720;46;0.0;3.0
461123;20;2.0;4.0
465413;41;0.0;3.0
465126;35;7.0;4.0
465950;52;6.0;2.0
466734;63;1.0;4.0
466222;51;5.0;3.0
466142;29;0.0;2.0
467888;27;0.0;4.0
461992;37;1.0;1.0
460522;29;;2.0
459973;50;0.0;2.0
460695;74;1.0;1.0
464260;72;3.0;3.0
464140;83;1.0;2.0
465606;37;1.0;3.0
459050;19;0.0;3.0
462330;30;1.0;1.0
459940;46;1.0;2.0
466352;65;1.0;2.0
463558;88;1.0;2.0
460049;43;0.0;2.0
464148;50;9.0;3.0
465503;35;8.0;2.0
465082;67;0.0;1.0
459832;66;0.0;1.0
464609;39;3.0;2.0
466703;46;0.0;
466864;32;8.0;1.0
461458;40;6.0;1.0
459218;88;0.0;3.0
462860;30;8.0;5.0
462033;32;1.0;1.0
467695;43;1.0;2.0
463090;55;3.0;2.0
459219;47;0.0;3.0
460148;73;1.0;
461603;39;;1.0
466359;22;0.0;4.0
464655;39;0.0;5.0
466088;31;0.0;7.0
461205;27;;3.0
462822;19;0.0;4.0
459076;69;0.0;2.0
463410;37;;2.0
463879;45;0.0;2.0
462827;22;1.0;3.0
461500;26;0.0;3.0
461553;39;1.0;3.0
467912;61;1.0;2.0
465029;74;1.0;2.0
460062;29;4.0;1.0
462863;29;5.0;1.0
460465;36;0.0;3.0
460335;63;0.0;2.0
466067;69;0.0;5.0
463962;35;12.0;2.0
459807;81;1.0;1.0
463364;71;1.0;2.0
463599;31;10.0;2.0
462686;41;9.0;4.0
462949;35;1.0;3.0
460275;52;6.0;1.0
461184;19;;4.0
460728;39;0.0;1.0
462416;45;0.0;2.0
460846;19;1.0;4.0
459542;23;2.0;5.0
459080;77;0.0;2.0
463106;84;0.0;1.0
464728;47;1.0;4.0
466474;29;6.0;3.0
461711;35;8.0;3.0
460347;40;14.0;2.0
467689;35;1.0;1.0
460260;20;0.0;3.0
466344;43;0.0;2.0
466437;56;0.0;1.0
460423;53;3.0;1.0
459590;22;1.0;3.0
464668;32;1.0;4.0
463049;51;2.0;5.0
460458;41;1.0;
462407;37;2.0;4.0
459450;55;4.0;4.0
463255;42;3.0;2.0
462574;20;1.0;5.0
465761;42;12.0;2.0
467728;38;1.0;5.0
465841;52;3.0;1.0
460117;48;9.0;1.0
466619;37;5.0;2.0
461722;27;1.0;3.0
460898;48;3.0;4.0
463627;25;5.0;2.0
460403;56;3.0;1.0
459818;68;1.0;1.0
463732;21;0.0;4.0
462499;72;8.0;2.0
467112;43;1.0;2.0
